"time","lambda_p","p_delta"
0,0.37784,0.460376409867867
0.657491797979798,0.400025286235144,0.490593547018089
1.3149835959596,0.403485493790536,0.345729925739198
1.97247539393939,0.371385631778414,0.182174401630452
2.62996719191919,0.320147110538049,0.0591279504770232
3.28745898989899,0.286268716101378,0.200714809693196
3.94495078787879,0.275782926690093,0.24603651225468
4.60244258585859,0.238980980118721,-0.157291024440437
5.25993438383838,0.143914713255431,-0.99524368144662
5.91742618181818,0.0908677874818206,-0.183233460919472
6.57491797979798,0.0819691199311419,0.0404797491378742
7.23240977777778,0.0799785019964046,0.046692132742975
7.88990157575758,0.0786487961739646,0.0607445658034029
8.54739337373737,0.0782245296708293,0.0795039555885393
9.20488517171717,0.0785210075508035,0.0887443704137539
9.86237696969697,0.0794952759907457,0.106679577409643
10.5198687676768,0.081059747974471,0.113073915455241
11.1773605656566,0.0818812488724729,0.0808786720080584
11.8348523636364,0.0815546630108206,0.0702015542651001
12.4923441616162,0.0809928706105463,0.0712946036110901
13.149835959596,0.0805753793267729,0.0743273291532926
13.8073277575758,0.0806456499748879,0.0894538781765806
14.4648195555556,0.0809912091291853,0.0852747032213525
15.1223113535354,0.0811341142441502,0.0822466030938711
15.7798031515152,0.081468185970651,0.0927418810087824
16.437294949495,0.0815909735919853,0.0749326531713379
17.0947867474747,0.0809846965335172,0.0646669957267275
17.7522785454545,0.0803812186679141,0.0739800906300758
18.4097703434343,0.0799508823807205,0.0703108972341963
19.0672621414141,0.0790734501281151,0.0553626346032926
19.7247539393939,0.0774502110815846,0.0381782415502018
20.3822457373737,0.0751493303015413,0.0226327138289163
21.0397375353535,0.0724998311060587,0.0154006774226475
21.6972293333333,0.070274467610408,0.0323099561670125
22.3547211313131,0.0688841771146399,0.0461057337135468
23.0122129292929,0.0679965450168035,0.05144453817351
23.6697047272727,0.0672300240986941,0.0493774669401293
24.3271965252525,0.0663784821704656,0.0452902725291148
24.9846883232323,0.0656458662779214,0.052846731695245
25.6421801212121,0.0652708377158196,0.0607711256368245
26.2996719191919,0.0650111950779867,0.0574908544073274
26.9571637171717,0.0645964000785514,0.0527537863505479
27.6146555151515,0.0639200721765122,0.043930466810445
28.2721473131313,0.0627985779797477,0.028860891054877
28.9296391111111,0.0613838545234392,0.0260435487835216
29.5871309090909,0.0598420825586124,0.0178479159888824
30.2446227070707,0.0581172238025466,0.0109341444020936
30.9021145050505,0.056494841323067,0.0175302471414162
31.5596063030303,0.0551024407948617,0.0179571964711791
32.2170981010101,0.0540237149724989,0.0309911047699908
32.8745898989899,0.0533291680137372,0.0371879173922785
33.5320816969697,0.0526879374813647,0.0319992621279693
34.1895734949495,0.0520136521634796,0.0337277456445334
34.8470652929293,0.0511809562218285,0.0203278392510758
35.5045570909091,0.0501413600618297,0.018402768453464
36.1620488888889,0.0491954092710256,0.0229756067963458
36.8195406868687,0.048399130326737,0.024976178696629
37.4770324848485,0.0477031562449645,0.0270090048133264
38.1345242828283,0.0471376507869985,0.031501552490087
38.7920160808081,0.0467432579128112,0.0368851454988077
39.4495078787879,0.0464399772370305,0.0364450541312138
40.1069996767677,0.0462067251915513,0.0409351405573823
40.7644914747475,0.0460283396307503,0.0394949041531508
41.4219832727273,0.0458802304032246,0.0425679943326616
42.0794750707071,0.0458295739853722,0.0457412553383244
42.7369668686869,0.0458932425690818,0.0501693981428836
43.3944586666667,0.0460916248623249,0.0550077429789982
44.0519504646465,0.0463429916376994,0.0540908880898503
44.7094422626263,0.0464868792071068,0.0482240695934592
45.3669340606061,0.0464538639072163,0.0423951275764078
46.0244258585859,0.0464125642514314,0.0477770443800689
46.6819176565657,0.0464464963635022,0.0473639696623708
47.3394094545455,0.0464470181697686,0.0454128766622972
47.9969012525253,0.0465369372077417,0.0534467989716251
48.6543930505051,0.0467895647354299,0.0564083223257914
49.3118848484849,0.0470817263064884,0.0565484753917524
49.9693766464647,0.0472477556104159,0.0486907723423416
50.6268684444445,0.0470692104411237,0.0338757025725111
51.2843602424242,0.0467555796946349,0.0394701073724944
51.941852040404,0.046622470553659,0.0453399262821024
52.5993438383838,0.0465497252296471,0.0431421914427762
53.2568356363636,0.04640983152082,0.0405595778120266
53.9143274343434,0.0463006148493753,0.0448814776871997
54.5718192323232,0.0463602724657328,0.051780828405434
55.229311030303,0.0465079898253744,0.0508191263837956
55.8868028282828,0.0466185298494497,0.0493988399294895
56.5442946262626,0.046806715632048,0.0562565204776478
57.2017864242424,0.0471512740308315,0.0600138782682699
57.8592782222222,0.04759661314944,0.0635371991071412
58.516770020202,0.047936416941973,0.0538537264592256
59.1742618181818,0.0478835325905014,0.0384688911983973
59.8317536161616,0.0475834260162129,0.0378373593491056
60.4892454141414,0.0472395676791168,0.0348433557210998
61.1467372121212,0.0469126062256449,0.0381323274170404
61.804229010101,0.0466931167385937,0.0412699836361849
62.4617208080808,0.0465074354625636,0.0397684910947731
63.1192126060606,0.0463445374700646,0.0424971700790522
63.7767044040404,0.0461602251070703,0.0379012536838064
64.4341962020202,0.0458880398823169,0.0359938144309617
65.091688,0.0457055014918104,0.0433889457634478
