"time","lambda_p","p_delta"
0,0.37784,0.460376409867867
2.71215366666667,0.315912311233465,0.0768263078790448
5.42430733333333,0.130652981812028,-0.792241126314833
8.136461,0.0784896962352888,0.0677793369728291
10.8486146666667,0.081470498423472,0.0969762937316499
13.5607683333333,0.0806192984818447,0.0837814222928476
16.272922,0.0815602766866517,0.0793849601306991
18.9850756666667,0.0791831291596908,0.0572311674321556
21.6972293333333,0.070274467610408,0.0323099561670125
24.409383,0.0662869051838976,0.0462348299248811
27.1215366666667,0.0644273181030416,0.0505479564655222
29.8336903333333,0.0591952605250877,0.0152552516438366
32.545844,0.0536764414931181,0.0340895110811347
35.2579976666667,0.0505312086218293,0.0191246700025684
37.9701513333333,0.04727902715149,0.0303784155708969
40.682305,0.0460506378258505,0.0396749337036798
43.3944586666667,0.0460916248623249,0.0550077429789982
46.1066123333333,0.0464168057654402,0.0477254100403567
48.818766,0.0468626051281945,0.0564433605922816
51.5309196666667,0.046705663766769,0.0416712894635974
54.2430733333333,0.046330443657554,0.0483311530463169
56.955227,0.0470220646312877,0.0586048690967866
59.6673806666667,0.047658452659785,0.0379952423114286
62.3795343333333,0.0465306456220674,0.0399561776624495
65.091688,0.0457055014918104,0.0433889457634478
