"draw","lambda_at_index_26","lambda_at_index_51","lambda_at_index_75","lambda_at_index_100"
1,0.0820747855878639,16.363824421485,1.39982166082201,0.811442736500858
2,0.0819005872231126,15.367690106767,1.44722027082805,0.80158637277906
3,0.0821196057015129,16.9767363139857,1.44671746382017,0.837812578709569
4,0.0822077677513808,11.9919307081665,1.33504702445289,0.820170043044331
5,0.0817898591169904,15.3986986431344,1.40470675125221,0.8068659079059
6,0.0822124962355136,11.1759878264488,1.3255570947218,0.772291641273044
7,0.0822375241843186,14.3258065329154,1.38562973306052,0.812726839572536
8,0.0819205851154723,11.4865076588219,1.3170636660003,0.788924606350214
9,0.0816432649818697,11.6983357407923,1.30426374486672,0.766189552257795
10,0.0823132991773707,13.7794053882653,1.30086124011308,0.795334198963085
11,0.0819789570645675,13.9579454273032,1.41204804314007,0.811443391554374
12,0.0819932802582704,11.8087952790392,1.26380940381525,0.787102673411359
13,0.0821614170663314,19.1258047982343,1.52106343577545,0.835936187947239
14,0.0819547866809222,13.5890379478539,1.37954025538585,0.785513270845241
15,0.0821019924299198,12.4153526757272,1.4220609346356,0.787985983165336
16,0.0818305930725388,14.5129903966006,1.27242816073471,0.78740467948979
17,0.0822945208765887,15.2252753209503,1.33899143601277,0.772356115813065
18,0.0819921245303335,13.3272631339032,1.34544012484242,0.805520450485292
19,0.0822994602765573,14.1375204225521,1.33754662629417,0.807647690191675
20,0.0821442472188812,16.7366158639302,1.42319641502033,0.810433293427407
21,0.0820392933321507,18.1504258705557,1.43877140666849,0.833891165143448
22,0.0821795200655307,12.4656895820932,1.41843388548834,0.835301814244904
23,0.0819671383962938,15.6818340196512,1.34451400975741,0.821401281178389
24,0.0817741941926883,12.9861005484424,1.37103879169048,0.806361109065365
25,0.0816648191669354,13.56964287158,1.33091657272003,0.797417071980311
26,0.0820577474920788,14.9722260743191,1.3183359717461,0.793459972286411
27,0.0819114580904268,12.8632419498918,1.28528761253935,0.755655505452474
28,0.0820252244982155,11.0127150886433,1.29946935394717,0.800706037273527
29,0.0821428473304712,16.0457481277999,1.39380095846063,0.815551524797845
30,0.0821011915781422,13.8758452236826,1.39678239979835,0.810964104996734
31,0.081772226861294,14.2236423918968,1.41790598737223,0.810792771917705
32,0.0816879582360144,12.1147817440604,1.33890719485836,0.824975674470619
33,0.0817943658446678,18.8685483574411,1.38810458280429,0.801727784254508
34,0.0818572897925084,11.3140113159166,1.2867490931576,0.767191285489869
35,0.0818632074027613,13.591705349883,1.30645405875643,0.810745729935184
36,0.0818346676517858,16.1586139420392,1.41506640131586,0.807273126811242
37,0.082459545480871,10.9189695544229,1.3222477344272,0.798065148210363
38,0.0818062930115125,17.5505990803281,1.34778004021709,0.788979681046974
39,0.0818279349213332,18.9151662629628,1.43551017331482,0.85082186101552
40,0.0819966880113892,13.2505577084001,1.37195239542581,0.808058935443359
41,0.0820335658816503,15.4335085879767,1.35856471868705,0.807456673442282
42,0.0820686273496434,15.7889125315133,1.40907819194641,0.837687494624107
43,0.0819314615964017,17.4662915628358,1.45018380750095,0.807110298875521
44,0.081821614489029,14.1623429238886,1.41702625742603,0.831412910617722
45,0.0816037172469595,16.964412026012,1.37679945818886,0.802056014094402
46,0.0820292720318204,12.8279791229247,1.37621340841365,0.761976707775791
47,0.0818473765793979,13.832095905774,1.354220957075,0.836019924220493
48,0.0821112914484821,12.132202134487,1.3654205115186,0.803584719881438
49,0.0818022006288132,12.0654881317875,1.3782454358191,0.80680307495302
50,0.0819231585706942,14.8448965586053,1.35887792769862,0.80043092164381
51,0.0824269400547004,11.8197254195633,1.37044492349677,0.79431111053952
52,0.0818459011750311,12.2541400378063,1.28552286252862,0.772022587089291
53,0.0820751165492705,16.4881286000712,1.37021837922386,0.76967508083871
54,0.082062233489614,18.2022499823831,1.36648443349534,0.800104064912762
55,0.0820229214669674,10.5627390365487,1.33416415075062,0.789658604137047
56,0.0820306551103645,11.3649654070961,1.35053009141257,0.835314272551336
57,0.0818061299372141,12.4235656654101,1.37758554382043,0.808873748816328
58,0.0817784781271527,14.7108332856015,1.3586617274567,0.792349536057998
59,0.0819643171615004,14.9327717847829,1.40623615646998,0.827942447373207
60,0.0820405457140819,17.2467883241576,1.45961985015204,0.788123121794448
61,0.0820133399306961,12.0028172607006,1.30289789368522,0.764710343731713
62,0.0817923108168241,17.0651408899589,1.3246231832163,0.794157904544101
63,0.0818225296717624,14.2294875600922,1.43248006221229,0.836584248392384
64,0.0821076667611042,13.7099242659702,1.40235975804346,0.813506012000311
65,0.0821485420448247,10.6846871582535,1.27276002698143,0.791269153086708
66,0.0820011242624623,17.2070778008258,1.423836693513,0.817528266694392
67,0.0819698437057209,12.0860383947843,1.32275959062321,0.764439374934565
68,0.0824176900103095,13.3443754207525,1.4333312129454,0.820667037282313
69,0.0823414558527506,13.4596027960615,1.32387631118899,0.804013035565761
70,0.0820969080848933,19.2564696870041,1.34123943028307,0.802069018662902
71,0.0821063591242167,10.8085921139848,1.35400505655919,0.773863823121293
72,0.0814930709387496,10.6137655242065,1.30429773262613,0.768442322603348
73,0.0817828731175026,15.8299575742839,1.33320223326017,0.804681506606792
74,0.0817058062021441,12.7620576413691,1.29387496102261,0.782341108330514
75,0.082344053586865,14.280696340791,1.36446206105717,0.770429689047079
76,0.0821048906800898,13.7256638768163,1.35764781292807,0.809028228078112
77,0.0819339995062423,11.9017201753813,1.31663126729244,0.790503412004127
78,0.0820405929353292,11.37034376877,1.32667558760224,0.805835470590821
79,0.0819377962764239,10.6048004047141,1.40118608787023,0.828994775283781
80,0.081740013095374,17.129947486495,1.35105843090043,0.816344813979007
81,0.0821444934446607,12.4476856850834,1.32630547252577,0.802854069020654
82,0.0821065895902111,12.639251625759,1.35236803656043,0.817828303270026
83,0.0822374608651136,11.044695262274,1.36040683282692,0.826886256184971
84,0.082144627639876,12.8969615949171,1.44913904138876,0.819552686073791
85,0.0822857983125601,15.2325703293183,1.39324856605834,0.834623830827387
86,0.0821479156152532,17.7828689721202,1.34876326539298,0.816622149524519
87,0.0818364435620116,12.0560053294897,1.40027890003464,0.829862694756263
88,0.0820672066819574,12.3038664358612,1.36590343556178,0.855599998762584
89,0.0819149759017461,14.2412436689958,1.5470611671711,0.862024052653854
90,0.0820804156618136,15.5517541288601,1.35534170842187,0.818334387067748
91,0.082553320754119,11.9256916390451,1.34828709521971,0.822072723036107
92,0.0821844779545427,13.2593778683233,1.40905329446777,0.830521111749487
93,0.0822853368955083,13.9744647557113,1.37642595486076,0.828119571711326
94,0.0819066883678923,11.6022850184739,1.31249248069512,0.790040227361647
95,0.0819011219178031,12.6914295643948,1.37753889293451,0.812060025184486
96,0.0819972203689998,15.2103192378242,1.34601764599767,0.765454169111926
97,0.082039872721854,12.3629412708968,1.29554716532521,0.763809583434751
98,0.0816487096323893,10.9770988573593,1.36197682120024,0.814764214440811
99,0.0824303119266912,12.235314558663,1.31757569924896,0.78686559380086
100,0.0821412064815526,11.9754175088388,1.34627799163337,0.812605881215383
101,0.0816619904319449,11.5498810579901,1.31913464763558,0.761798121304712
102,0.0818561987471335,13.0458672482437,1.41168443979463,0.78285747503275
103,0.0820811908698035,12.3811039202011,1.31688480949384,0.774229786023601
104,0.0823843188454629,12.4735901146415,1.32701344780011,0.768389983055219
105,0.0821391841903586,11.8433012376724,1.3703445749573,0.817275053056784
106,0.0820535056094468,14.0699124759734,1.37324009666859,0.789780913670605
107,0.0825166484735385,11.9353104184389,1.2935547757743,0.78294128101398
108,0.0823283106198118,11.9941540185377,1.38716432335155,0.805800206302986
109,0.0814458534362159,14.3217061404563,1.41994692906016,0.82351324168131
110,0.0819818396429249,14.8626132796868,1.44749830048188,0.824001834361345
111,0.0821475952187582,15.9381411513926,1.3682243643049,0.80836955799458
112,0.0818949929067241,16.1669076140679,1.42980786251553,0.828237292383811
113,0.081936768727589,14.624250992875,1.36055935942165,0.789524883967283
114,0.082100020821267,11.0403712729159,1.24727804167262,0.775495172915765
115,0.081636838697429,12.1256746322653,1.28606306149862,0.76721056072173
116,0.0818988234094828,15.4546903326621,1.38657315465467,0.796648347459759
117,0.0819987481926608,15.8714044558081,1.29553684508131,0.760693600024051
118,0.081869277290693,14.5421896768815,1.31383227464593,0.802534317204167
119,0.082178610979808,16.9604243145145,1.39217375264368,0.784063619859329
120,0.0820572439472937,12.5202210870198,1.34189167769212,0.816666077787051
121,0.0821726589648123,12.1427786253566,1.33433059701879,0.788990838103307
122,0.0820871281495011,13.6841905380165,1.38280531735579,0.826792937637947
123,0.0819497823804041,13.8204741606198,1.37021292708913,0.769177516614817
124,0.0820120770348876,12.8544710143948,1.39486136405096,0.801983907668957
125,0.0816952298047957,12.5496053424202,1.393685829815,0.810241834267399
126,0.0820474968108871,12.440856989489,1.36581544813801,0.838581159977744
127,0.0818386704330059,17.567533242719,1.39285187026688,0.815859152221632
128,0.0818604014251693,12.9186350361996,1.34667474250201,0.780204389630402
129,0.0820765061086582,13.6009276694411,1.3300636512724,0.810376036523058
130,0.0819157641079091,16.4259207596655,1.35589918545402,0.778091675682274
131,0.0819091229539507,12.383803123145,1.34162776769841,0.792643289355319
132,0.0819749876498982,15.1593874510586,1.39797350167552,0.8377302539994
133,0.0817567012173013,11.9701185960481,1.48919110497862,0.845549317936521
