"draw","lambda_at_index_26","lambda_at_index_51","lambda_at_index_75","lambda_at_index_100"
1,0.205405818804534,0.209711988353411,0.214379967190102,0.216532445051299
2,0.204729184707491,0.20958278235155,0.21261291762347,0.21472122177222
3,0.205481539779958,0.210198698147112,0.214186609341468,0.218025718051051
4,0.205095342083123,0.209320532841111,0.213835863336406,0.217316874944363
5,0.205230303754881,0.209579344505047,0.212879214069391,0.215038909346366
6,0.206918431686201,0.21152325036816,0.214605496497454,0.219143581286083
7,0.205254062634252,0.210854005846412,0.214767560002075,0.218003349381369
8,0.205346226308978,0.210952275030983,0.213953363913831,0.217276619788907
9,0.204931401517099,0.211217667095444,0.215232729639068,0.218518408229557
10,0.205837015405751,0.211245012974116,0.214839321367026,0.217636952674135
11,0.205840623158492,0.210908286271391,0.214559727374115,0.217893471911022
12,0.205512484444549,0.209431004154601,0.214430684428742,0.215825438393067
13,0.206173152223658,0.210539247069734,0.212558445272454,0.216313245726676
14,0.205865188702054,0.210737414960535,0.214549324914431,0.217384786326283
15,0.205542110047559,0.209803143477616,0.211989451492721,0.215434685015017
16,0.205159477901598,0.210489919624669,0.214705800727376,0.217110641597518
17,0.205452060598764,0.211247774106667,0.21456958521966,0.216224591622467
18,0.205504612731498,0.209774680950214,0.214968535639437,0.217269361132596
19,0.207324436069697,0.211925167626235,0.214923342288405,0.217902270083575
20,0.205426616249753,0.209926296966198,0.214263986233378,0.217703946672042
21,0.205793033629129,0.210511836912343,0.212391412251852,0.216031687742871
22,0.206323374807692,0.211908709381877,0.214764746878166,0.216883562088752
23,0.204566502374969,0.209776046989267,0.213771082430506,0.218155855849681
24,0.207156057118705,0.21275183404715,0.21672671605985,0.218733254893371
25,0.205473885245864,0.211990004237561,0.215421087715088,0.218931504057642
26,0.205156832318416,0.210560004546674,0.214566942449035,0.216930846543646
27,0.205334857753781,0.209914014185444,0.213887491770883,0.216959377760362
28,0.205842591371274,0.210098223140461,0.213574834655974,0.217005698009072
29,0.204993931212211,0.21015906896543,0.213628276693623,0.217230454288244
30,0.206433901916323,0.211298066118305,0.213925468078437,0.217775142460142
31,0.20571067797938,0.211629659038876,0.214671078235831,0.21762277506319
32,0.204986683116296,0.209251377227499,0.214043179925046,0.218704230646058
33,0.205745869796995,0.209599587557996,0.213217328971908,0.215362600615586
34,0.205218337773868,0.209979522500725,0.213239985353682,0.216806763250291
35,0.205119062080072,0.210682643001592,0.212517606911564,0.215778560858844
36,0.204909120605569,0.2095507857257,0.213685781807238,0.217828055362675
37,0.204425865828152,0.209773830883218,0.212823152675168,0.216458432821273
38,0.205067140336183,0.211197335886562,0.215326786380743,0.219534075775786
39,0.205927726209744,0.210048081670839,0.214277166440777,0.217432776602808
40,0.206171806790811,0.211448267688965,0.216738637479684,0.220880713068405
41,0.205691948696098,0.210387261874269,0.213463529728531,0.217739459057299
42,0.206617307443101,0.210689538771945,0.21354975880881,0.21530318912543
43,0.205349823203546,0.210272841972896,0.21467409736625,0.215461841839183
44,0.20511979617152,0.209511128664242,0.213949310847959,0.216133834427357
45,0.206283715185825,0.210539949940768,0.212652642680665,0.216853935273174
46,0.205535033211955,0.210791686053406,0.214362527537915,0.217265082604276
47,0.205559059152588,0.211166644876274,0.213132846647193,0.215891101758498
48,0.204448557179483,0.210278332575721,0.213553330457653,0.216093004406738
49,0.205010644026279,0.210406136233681,0.213979565819727,0.216778140559906
50,0.20565399862808,0.211490398136883,0.214388307325405,0.21703296322989
51,0.205759290740421,0.210083791408197,0.213656000687101,0.217086513068716
52,0.205594522093109,0.209331872925112,0.213345308532453,0.216602878664159
53,0.205743482737627,0.21022907747758,0.213575047648324,0.216725729544779
54,0.204077533319636,0.210444485305832,0.214422429420414,0.216180262376032
55,0.205323538939147,0.210429749621009,0.213844693223483,0.217152947406093
56,0.205786457939694,0.211442648210937,0.21438478223792,0.217595132936895
57,0.205205663596094,0.209473315551456,0.213494528018611,0.216711384174209
58,0.204976765808176,0.209422224320131,0.212220434690696,0.216162870437048
59,0.206162243268742,0.210318101811844,0.212954784470622,0.21755530368309
60,0.206515398015068,0.210478413184572,0.214242679206177,0.217719826433382
61,0.205904308903931,0.209733398166163,0.213391999511317,0.216519242843598
62,0.205856926093204,0.21180297070947,0.214614903363048,0.217007326588914
63,0.206841710775498,0.209971484960917,0.21369393187844,0.21651595380838
