rho,turnover_cap,x,width_factor,q_infimum,lower_attained
0.8,0.5,2.6995708154506435,1.5150884495317376,1.6497854077253218,True
0.8,0.5,2.71244635193133,1.5169733091474473,1.6562231759656652,True
0.8,0.5,2.725321888412017,1.5188435725348475,1.6626609442060085,True
0.8,0.5,2.7381974248927037,1.520699408588326,1.6690987124463519,True
0.8,0.5,2.7510729613733904,1.522540983606557,1.6755364806866953,True
0.8,0.5,2.763948497854077,1.524368461342179,1.6819742489270386,True
0.8,0.5,2.776824034334764,1.5261820030503301,1.688412017167382,True
0.8,0.5,2.7896995708154506,1.527981767536085,1.6948497854077254,True
0.8,0.5,2.8025751072961373,1.5297679112008071,1.7012875536480687,True
0.8,0.5,2.815450643776824,1.531540588087459,1.707725321888412,True
0.8,0.5,2.828326180257511,1.533299949924887,1.7141630901287555,True
0.8,0.5,2.8412017167381975,1.535046146171115,1.7206008583690988,True
0.8,0.5,2.8540772532188843,1.536779324055666,1.7270386266094422,True
0.8,0.5,2.866952789699571,1.5384996286209456,1.7334763948497856,True
0.8,0.5,2.8798283261802577,1.5402072027627034,1.739914163090129,True
0.8,0.5,2.8927038626609445,1.5419021872695993,1.7463519313304723,True
0.8,0.5,2.905579399141631,1.5435847208619,1.7527896995708157,True
0.8,0.5,2.9184549356223175,1.5452549402293243,1.7592274678111588,True
0.8,0.5,2.9313304721030042,1.5469129800680603,1.7656652360515022,True
0.8,0.5,2.944206008583691,1.5485589731169778,1.7721030042918455,True
0.8,0.5,2.9570815450643777,1.5501930501930503,1.778540772532189,True
0.8,0.5,2.9699570815450644,1.551815340226016,1.7849785407725323,True
0.8,0.5,2.982832618025751,1.5534259702922857,1.7914163090128756,True
0.8,0.5,2.9957081545064375,1.555025065648126,1.7978540772532188,True
0.8,0.5,3.0085836909871246,1.5566127497621316,1.8042918454935624,True
0.8,0.5,3.0214592274678114,1.558189144347002,1.8107296137339057,True
0.8,0.5,3.0343347639484977,1.559754369390647,1.8171673819742489,True
0.8,0.5,3.0472103004291844,1.5613085431866323,1.8236051502145922,True
0.8,0.5,3.060085836909871,1.5628517823639774,1.8300429184549356,True
0.8,0.5,3.072961373390558,1.5643842019163356,1.836480686695279,True
0.8,0.5,3.0858369098712446,1.5659059152305541,1.8429184549356223,True
0.8,0.5,3.0987124463519313,1.5674170341146438,1.8493562231759657,True
0.8,0.5,3.111587982832618,1.5689176688251618,1.855793991416309,True
0.8,0.5,3.124463519313305,1.5704079280940308,1.8622317596566524,True
0.8,0.5,3.1373390557939915,1.5718879191548,1.8686695278969958,True
0.8,0.5,3.1502145922746783,1.5733577477683678,1.8751072961373392,True
0.8,0.5,3.163090128755365,1.5748175182481752,1.8815450643776825,True
0.8,0.5,3.1759656652360513,1.5762673334848831,1.8879828326180257,True
0.8,0.5,3.188841201716738,1.5777072949705482,1.894420600858369,True
0.8,0.5,3.2017167381974247,1.5791375028223076,1.9008583690987124,True
0.8,0.5,3.2145922746781115,1.5805580558055805,1.9072961373390558,True
0.8,0.5,3.227467811158798,1.5819690513568065,1.9137339055793992,True
0.8,0.5,3.240343347639485,1.583370585605722,1.9201716738197425,True
0.8,0.5,3.2532188841201717,1.5847627533971933,1.9266094420600859,True
0.8,0.5,3.2660944206008584,1.5861456483126113,1.9330472103004293,True
0.8,0.5,3.278969957081545,1.587519362690861,1.9394849785407726,True
0.8,0.5,3.291845493562232,1.5888839876488752,1.945922746781116,True
0.8,0.5,3.3047210300429186,1.5902396131017806,1.9523605150214594,True
0.8,0.5,3.3175965665236054,1.5915863277826467,1.9587982832618027,True
0.8,0.5,3.3304721030042916,1.5929242192618474,1.9652360515021459,True
0.8,0.5,3.3433476394849784,1.5942533739660425,1.9716738197424892,True
0.8,0.5,3.356223175965665,1.5955738771967887,1.9781115879828326,True
0.8,0.5,3.369098712446352,1.5968858131487886,1.984549356223176,True
0.8,0.5,3.3819742489270386,1.598189264927786,1.9909871244635193,True
0.8,0.5,3.3948497854077253,1.5994843145681135,1.9974248927038627,True
0.8,0.5,3.407725321888412,1.6007710430499036,2.003862660944206,True
0.8,0.5,3.4206008583690988,1.6020495303159694,2.010300429184549,True
0.8,0.5,3.4334763948497855,1.6033198552883592,2.0167381974248926,True
0.8,0.5,3.4463519313304722,1.604582095884599,2.023175965665236,True
0.8,0.5,3.459227467811159,1.6058363290336224,2.0296137339055793,True
0.8,0.5,3.4721030042918457,1.6070826306913997,2.0360515021459227,True
0.8,0.5,3.484978540772532,1.6083210758562723,2.042489270386266,True
0.8,0.5,3.4978540772532187,1.609551738583997,2.0489270386266094,True
0.8,0.5,3.5107296137339055,1.610774692002506,2.0553648068669528,True
0.8,0.5,3.523605150214592,1.6119900083263947,2.061802575107296,True
0.8,0.5,3.536480686695279,1.6131977588711353,2.0682403433476395,True
0.8,0.5,3.5493562231759657,1.614398014067025,2.074678111587983,True
0.8,0.5,3.5622317596566524,1.615590843472881,2.0811158798283262,True
0.8,0.5,3.575107296137339,1.616776315789474,2.0875536480686696,True
0.8,0.5,3.587982832618026,1.61795449887272,2.093991416309013,True
0.8,0.5,3.6008583690987126,1.6191254597466285,2.1004291845493563,True
0.8,0.5,3.6137339055793993,1.6202892646160116,2.1068669527896997,True
0.8,0.5,3.6266094420600856,1.62144597887896,2.113304721030043,True
0.8,0.5,3.6394849785407724,1.6225956671390966,2.1197424892703864,True
0.8,0.5,3.652360515021459,1.6237383932176017,2.12618025751073,True
0.8,0.5,3.665236051502146,1.6248742201650228,2.132618025751073,True
0.8,0.5,3.6781115879828326,1.626003210272873,2.1390557939914165,True
0.8,0.5,3.6909871244635193,1.6271254250850165,2.14549356223176,True
0.8,0.5,3.703862660944206,1.628240925408855,2.1519313304721033,True
0.8,0.5,3.7167381974248928,1.6293497713263072,2.1583690987124466,True
0.8,0.5,3.7296137339055795,1.630452022204599,2.16480686695279,True
0.8,0.5,3.742489270386266,1.6315477367068587,2.1712446351931334,True
0.8,0.5,3.755364806866953,1.6326369728025223,2.1776824034334767,True
0.8,0.5,3.7682403433476397,1.633719787777559,2.18412017167382,True
0.8,0.5,3.781115879828326,1.6347962382445143,2.190557939914163,True
0.8,0.5,3.7939914163090127,1.6358663801523736,2.1969957081545064,True
0.8,0.5,3.8068669527896994,1.6369302687962604,2.2034334763948498,True
0.8,0.5,3.819742489270386,1.6379879588269566,2.209871244635193,True
0.8,0.5,3.832618025751073,1.6390395042602635,2.2163090128755365,True
0.8,0.5,3.8454935622317596,1.6400849584861945,2.22274678111588,True
0.8,0.5,3.8583690987124464,1.6411243742780133,2.2291845493562232,True
0.8,0.5,3.871244635193133,1.6421578038011135,2.2356223175965666,True
0.8,0.5,3.88412017167382,1.6431852986217457,2.24206008583691,True
0.8,0.5,3.8969957081545066,1.6442069097155947,2.2484978540772533,True
0.8,0.5,3.9098712446351933,1.6452226874762088,2.2549356223175967,True
0.8,0.5,3.9227467811158796,1.6462326817232873,2.2613733905579396,True
0.8,0.5,3.9356223175965663,1.6472369417108252,2.267811158798283,True
0.8,0.5,3.948497854077253,1.6482355161351199,2.2742489270386264,True
0.8,0.5,3.96137339055794,1.6492284531426422,2.2806866952789697,True
0.8,0.5,3.9742489270386265,1.6502158003377745,2.287124463519313,True
0.8,0.5,3.9871244635193133,1.651197604790419,2.2935622317596565,True
0.8,0.5,4.0,1.6521739130434783,2.3,True
0.8,0.5,4.012875536480687,1.6531447711202085,2.306437768240343,True
0.8,0.5,4.0257510729613735,1.654110224531453,2.3128755364806866,True
0.8,0.5,4.03862660944206,1.6550703182827535,2.31931330472103,True
0.8,0.5,4.051502145922747,1.6560250968813435,2.3257510729613733,True
0.8,0.5,4.064377682403434,1.6569746043430253,2.3321888412017167,True
0.8,0.5,4.07725321888412,1.6579188841989356,2.33862660944206,True
0.8,0.5,4.090128755364807,1.6588579795021963,2.3450643776824034,True
0.8,0.5,4.103004291845494,1.659791932834459,2.3515021459227468,True
0.8,0.5,4.115879828326181,1.660720786312341,2.35793991416309,True
0.8,0.5,4.128755364806867,1.6616445815937557,2.3643776824034335,True
0.8,0.5,4.141630901287554,1.662563359884142,2.370815450643777,True
0.8,0.5,4.154506437768241,1.6634771619425892,2.3772532188841202,True
0.8,0.5,4.1673819742489275,1.6643860280878646,2.3836909871244636,True
0.8,0.5,4.180257510729614,1.6652899982043454,2.390128755364807,True
0.8,0.5,4.193133047210301,1.6661891117478511,2.3965665236051503,True
0.8,0.5,4.206008583690988,1.667083407751384,2.4030042918454937,True
0.8,0.5,4.2188841201716745,1.6679729248307802,2.409442060085837,True
0.8,0.5,4.23175965665236,1.6688577011902646,2.4158798283261804,True
0.8,0.5,4.244635193133047,1.6697377746279232,2.422317596566524,True
0.8,0.5,4.257510729613734,1.6706131825410848,2.428755364806867,True
0.8,0.5,4.2703862660944205,1.6714839619316177,2.4351931330472105,True
0.8,0.5,4.283261802575107,1.6723501494111441,2.441630901287554,True
0.8,0.5,4.296137339055794,1.6732117812061709,2.4480686695278973,True
0.8,0.5,4.309012875536481,1.6740688931631402,2.4545064377682406,True
0.8,0.5,4.3218884120171674,1.6749215207534007,2.460944206008584,True
0.8,0.5,4.334763948497854,1.6757696990781001,2.4673819742489274,True
0.8,0.5,4.347639484978541,1.6766134628730047,2.4738197424892707,True
0.8,0.5,4.360515021459228,1.6774528465132372,2.480257510729614,True
0.8,0.5,4.3733905579399135,1.6782878840179494,2.4866952789699566,True
0.8,0.5,4.3862660944206,1.6791186090549146,2.4931330472103,True
0.8,0.5,4.399141630901287,1.6799450549450547,2.4995708154506433,True
0.8,0.5,4.412017167381974,1.6807672546668948,2.5060085836909867,True
0.8,0.5,4.42489270386266,1.68158524086095,2.51244635193133,True
0.8,0.5,4.437768240343347,1.6823990458340432,2.5188841201716734,True
0.8,0.5,4.450643776824034,1.6832087015635622,2.5253218884120168,True
0.8,0.5,4.463519313304721,1.6840142397016444,2.53175965665236,True
0.8,0.5,4.476394849785407,1.684815691579303,2.5381974248927035,True
0.8,0.5,4.489270386266094,1.685613088210491,2.544635193133047,True
0.8,0.5,4.502145922746781,1.6864064602960969,2.5510729613733902,True
0.8,0.5,4.515021459227468,1.6871958382278907,2.5575107296137336,True
0.8,0.5,4.527896995708154,1.6879812520924007,2.563948497854077,True
0.8,0.5,4.540772532188841,1.6887627316747371,2.5703862660944203,True
0.8,0.5,4.553648068669528,1.6895403064623584,2.5768240343347637,True
0.8,0.5,4.5665236051502145,1.6903140056487789,2.583261802575107,True
0.8,0.5,4.579399141630901,1.6910838581372225,2.5896995708154504,True
0.8,0.5,4.592274678111588,1.6918498925442222,2.596137339055794,True
0.8,0.5,4.605150214592275,1.692612137203166,2.602575107296137,True
0.8,0.5,4.618025751072961,1.6933706201677907,2.6090128755364805,True
0.8,0.5,4.630901287553648,1.694125369215622,2.615450643776824,True
0.8,0.5,4.643776824034335,1.694876411851367,2.6218884120171673,True
0.8,0.5,4.656652360515022,1.6956237753102548,2.6283261802575106,True
0.8,0.5,4.669527896995708,1.6963674865613294,2.634763948497854,True
0.8,0.5,4.682403433476395,1.6971075723106925,2.6412017167381974,True
0.8,0.5,4.695278969957082,1.6978440590047013,2.6476394849785407,True
0.8,0.5,4.708154506437769,1.6985769728331177,2.654077253218884,True
0.8,0.5,4.721030042918455,1.699306339732215,2.6605150214592275,True
0.8,0.5,4.733905579399142,1.7000321853878342,2.666952789699571,True
0.8,0.5,4.746781115879829,1.7007545352384013,2.673390557939914,True
0.8,0.5,4.7596566523605155,1.7014734144778987,2.6798283261802576,True
0.8,0.5,4.772532188841202,1.7021888480587954,2.686266094420601,True
0.8,0.5,4.785407725321889,1.7029008606949316,2.6927038626609443,True
0.8,0.5,4.798283261802576,1.7036094768643664,2.6991416309012877,True
0.8,0.5,4.811158798283262,1.7043147208121827,2.705579399141631,True
0.8,0.5,4.824034334763948,1.7050166165532519,2.7120171673819744,True
0.8,0.5,4.836909871244635,1.7057151878749603,2.7184549356223178,True
0.8,0.5,4.849785407725322,1.7064104583398958,2.724892703862661,True
0.8,0.5,4.8626609442060085,1.7071024512884976,2.7313304721030045,True
0.8,0.5,4.875536480686695,1.7077911898416678,2.737768240343348,True
0.8,0.5,4.888412017167382,1.708476696903347,2.7442060085836912,True
0.8,0.5,4.901287553648069,1.7091589951630517,2.7506437768240346,True
0.8,0.5,4.914163090128755,1.7098381070983808,2.757081545064378,True
0.8,0.5,4.927038626609442,1.7105140549774809,2.7635193133047213,True
0.8,0.5,4.939914163090129,1.7111868608614809,2.7699570815450647,True
0.8,0.5,4.952789699570816,1.7118565466068945,2.776394849785408,True
0.8,0.5,4.965665236051502,1.7125231338679827,2.7828326180257514,True
0.8,0.5,4.978540772532188,1.7131866440990922,2.789270386266094,True
0.8,0.5,4.991416309012875,1.7138470985569543,2.7957081545064373,True
0.8,0.5,5.0042918454935625,1.714504518302956,2.8021459227467815,True
0.8,0.5,5.017167381974249,1.7151589242053789,2.808583690987125,True
0.8,0.5,5.030042918454936,1.7158103369416067,2.8150214592274683,True
0.8,0.5,5.042918454935623,1.7164587770003041,2.8214592274678116,True
0.8,0.5,5.055793991416309,1.7171042646835633,2.827896995708154,True
0.8,0.5,5.068669527896995,1.717746820109025,2.8343347639484975,True
0.8,0.5,5.081545064377682,1.7183864632119654,2.840772532188841,True
0.8,0.5,5.094420600858369,1.719023213747362,2.847210300429184,True
0.8,0.5,5.1072961373390555,1.7196570912919238,2.8536480686695276,True
0.8,0.5,5.120171673819742,1.7202881152460985,2.860085836909871,True
0.8,0.5,5.133047210300429,1.7209163048360534,2.8665236051502143,True
0.8,0.5,5.145922746781116,1.721541679115626,2.8729613733905577,True
0.8,0.5,5.1587982832618025,1.7221642569682516,2.879399141630901,True
0.8,0.5,5.171673819742489,1.7227840571088637,2.8858369098712444,True
0.8,0.5,5.184549356223176,1.7234010980857695,2.892274678111588,True
0.8,0.5,5.197424892703863,1.7240153982824993,2.898712446351931,True
0.8,0.5,5.210300429184549,1.7246269759196338,2.9051502145922745,True
0.8,0.5,5.223175965665236,1.725235849056604,2.911587982832618,True
0.8,0.5,5.236051502145923,1.7258420355934696,2.9180257510729612,True
0.8,0.5,5.24892703862661,1.726445553272674,2.9244635193133046,True
0.8,0.5,5.261802575107296,1.727046419680773,2.930901287553648,True
0.8,0.5,5.274678111587983,1.7276446522501463,2.9373390557939913,True
0.8,0.5,5.28755364806867,1.7282402682606792,2.9437768240343347,True
0.8,0.5,5.3004291845493565,1.7288332848414316,2.950214592274678,True
0.8,0.5,5.313304721030043,1.7294237189722745,2.9566523605150214,True
0.8,0.5,5.32618025751073,1.730011587485516,2.963090128755365,True
0.8,0.5,5.339055793991417,1.7305969070674954,2.969527896995708,True
0.8,0.5,5.351931330472103,1.731179694260167,2.9759656652360515,True
0.8,0.5,5.364806866952789,1.731759965462656,2.982403433476395,True
0.8,0.5,5.377682403433476,1.732337736932797,2.9888412017167383,True
0.8,0.5,5.390557939914163,1.7329130247886515,2.9952789699570816,True
0.8,0.5,5.4034334763948495,1.7334858450100086,3.001716738197425,True
0.8,0.5,5.416309012875536,1.7340562134398627,3.0081545064377684,True
0.8,0.5,5.429184549356223,1.7346241457858769,3.0145922746781117,True
0.8,0.5,5.44206008583691,1.735189657621821,3.021030042918455,True
0.8,0.5,5.454935622317596,1.735752764388999,3.0274678111587985,True
0.8,0.5,5.467811158798283,1.7363134813976515,3.033905579399142,True
0.8,0.5,5.48068669527897,1.7368718238283454,3.040343347639485,True
0.8,0.5,5.493562231759657,1.7374278067333424,3.0467811158798286,True
0.8,0.5,5.506437768240343,1.737981445037953,3.053218884120172,True
0.8,0.5,5.51931330472103,1.738532753541871,3.0596566523605153,True
0.8,0.5,5.532188841201717,1.7390817469204927,3.0660944206008587,True
0.8,0.5,5.545064377682404,1.7396284397262187,3.072532188841202,True
0.8,0.5,5.55793991416309,1.7401728463897406,3.0789699570815454,True
0.8,0.5,5.570815450643777,1.7407149812213103,3.085407725321889,True
0.8,0.5,5.583690987124464,1.7412548584119931,3.091845493562232,True
0.8,0.5,5.5965665236051505,1.741792492034908,3.0982832618025755,True
0.8,0.5,5.609442060085837,1.742327896046447,3.104721030042919,True
0.8,0.5,5.622317596566524,1.7428610842874876,3.1111587982832623,True
0.8,0.5,5.635193133047211,1.7433920704845813,3.1175965665236056,True
0.8,0.5,5.6480686695278965,1.7439208682511333,3.124034334763948,True
0.8,0.5,5.660944206008583,1.7444474910885657,3.1304721030042915,True
0.8,0.5,5.67381974248927,1.7449719523874676,3.136909871244635,True
0.8,0.5,5.686695278969957,1.7454942654287275,3.143347639484978,True
0.8,0.5,5.6995708154506435,1.7460144433846572,3.1497854077253216,True
0.8,0.5,5.71244635193133,1.746532499320098,3.156223175965665,True
0.8,0.5,5.725321888412017,1.7470484461935132,3.1626609442060083,True
0.8,0.5,5.738197424892704,1.7475622968580715,3.1690987124463517,True
0.8,0.5,5.75107296137339,1.7480740640627113,3.175536480686695,True
0.8,0.5,5.763948497854077,1.7485837604531966,3.1819742489270384,True
0.8,0.5,5.776824034334764,1.7490913985731593,3.1884120171673818,True
0.8,0.5,5.789699570815451,1.749596990865126,3.194849785407725,True
0.8,0.5,5.802575107296137,1.7501005496715376,3.2012875536480685,True
0.8,0.5,5.815450643776824,1.7506020872357506,3.207725321888412,True
0.8,0.5,5.828326180257511,1.7511016157030312,3.2141630901287552,True
0.8,0.5,5.8412017167381975,1.751599147121535,3.2206008583690986,True
0.8,0.5,5.854077253218884,1.7520946934432773,3.227038626609442,True
0.8,0.5,5.866952789699571,1.7525882665250863,3.2334763948497853,True
0.8,0.5,5.879828326180258,1.7530798781295538,3.2399141630901287,True
0.8,0.5,5.8927038626609445,1.7535695399259652,3.246351931330472,True
0.8,0.5,5.905579399141631,1.7540572634912257,3.2527896995708154,True
0.8,0.5,5.918454935622318,1.7545430603107717,3.259227467811159,True
0.8,0.5,5.931330472103005,1.7550269417794717,3.265665236051502,True
0.8,0.5,5.944206008583691,1.7555089192025184,3.2721030042918455,True
0.8,0.5,5.957081545064377,1.7559890037963082,3.278540772532189,True
0.8,0.5,5.969957081545064,1.7564672066893126,3.2849785407725323,True
0.8,0.5,5.982832618025751,1.7569435389229362,3.2914163090128756,True
